flight_number,departure_airport,arrival_airport,airline_code,departure_time,departure_timestamp,arrival_time,arrival_timestamp
9528,CAN,PVG,MU,2017-11-07 20:05:00,1510085100,2017-11-07 22:30:00,1510093800
7131,CAN,PVG,HU,2017-11-07 12:45:00,1510058700,2017-11-07 15:10:00,1510067400
7141,CAN,PVG,HU,2017-11-07 08:20:00,1510042800,2017-11-07 10:40:00,1510051200
9302,CAN,PVG,FM,2017-11-07 07:30:00,1510039800,2017-11-07 09:50:00,1510048200
9302,CAN,PVG,MU,2017-11-07 07:30:00,1510039800,2017-11-07 09:50:00,1510048200
6729,CAN,PVG,DL,2017-11-07 07:30:00,1510039800,2017-11-07 09:50:00,1510048200
9312,CAN,PVG,FM,2017-11-07 12:50:00,1510059000,2017-11-07 15:10:00,1510067400
6730,CAN,PVG,DL,2017-11-07 12:50:00,1510059000,2017-11-07 15:10:00,1510067400
9312,CAN,PVG,MU,2017-11-07 12:50:00,1510059000,2017-11-07 15:10:00,1510067400
1866,CAN,PVG,CA,2017-11-07 20:50:00,1510087800,2017-11-07 23:15:00,1510096500
379,CAN,PVG,CZ,2017-11-08 14:00:00,1510149600,2017-11-08 16:20:00,1510158000
7766,CAN,PVG,DL,2017-11-08 14:00:00,1510149600,2017-11-08 16:20:00,1510158000
4534,CAN,PVG,KL,2017-11-08 14:00:00,1510149600,2017-11-08 16:20:00,1510158000
3545,CAN,PVG,CZ,2017-11-08 18:00:00,1510164000,2017-11-08 20:35:00,1510173300
3586,CAN,PVG,CZ,2017-11-08 22:00:00,1510178400,2017-11-09 00:20:00,1510186800
6014,CAN,PVG,SV,2017-11-08 22:00:00,1510178400,2017-11-09 00:20:00,1510186800
9528,CAN,PVG,FM,2017-11-08 20:05:00,1510171500,2017-11-08 22:30:00,1510180200
9528,CAN,PVG,MU,2017-11-08 20:05:00,1510171500,2017-11-08 22:30:00,1510180200
7141,CAN,PVG,HU,2017-11-08 08:20:00,1510129200,2017-11-08 10:40:00,1510137600
9302,CAN,PVG,FM,2017-11-08 07:30:00,1510126200,2017-11-08 09:50:00,1510134600
9302,CAN,PVG,MU,2017-11-08 07:30:00,1510126200,2017-11-08 09:50:00,1510134600
6729,CAN,PVG,DL,2017-11-08 07:30:00,1510126200,2017-11-08 09:50:00,1510134600
9312,CAN,PVG,FM,2017-11-08 12:50:00,1510145400,2017-11-08 15:10:00,1510153800
6730,CAN,PVG,DL,2017-11-08 12:50:00,1510145400,2017-11-08 15:10:00,1510153800
9312,CAN,PVG,MU,2017-11-08 12:50:00,1510145400,2017-11-08 15:10:00,1510153800
1866,CAN,PVG,CA,2017-11-08 20:50:00,1510174200,2017-11-08 23:15:00,1510182900
7131,CAN,PVG,HU,2017-11-08 12:55:00,1510145700,2017-11-08 15:10:00,1510153800
379,CAN,PVG,CZ,2017-11-09 14:00:00,1510236000,2017-11-09 16:20:00,1510244400
7766,CAN,PVG,DL,2017-11-09 14:00:00,1510236000,2017-11-09 16:20:00,1510244400
4534,CAN,PVG,KL,2017-11-09 14:00:00,1510236000,2017-11-09 16:20:00,1510244400
3545,CAN,PVG,CZ,2017-11-09 18:00:00,1510250400,2017-11-09 20:35:00,1510259700
3586,CAN,PVG,CZ,2017-11-09 22:00:00,1510264800,2017-11-10 00:20:00,1510273200
6014,CAN,PVG,SV,2017-11-09 22:00:00,1510264800,2017-11-10 00:20:00,1510273200
9528,CAN,PVG,FM,2017-11-09 20:05:00,1510257900,2017-11-09 22:30:00,1510266600
9528,CAN,PVG,MU,2017-11-09 20:05:00,1510257900,2017-11-09 22:30:00,1510266600
7141,CAN,PVG,HU,2017-11-09 08:20:00,1510215600,2017-11-09 10:40:00,1510224000
9302,CAN,PVG,FM,2017-11-09 07:30:00,1510212600,2017-11-09 09:50:00,1510221000
9302,CAN,PVG,MU,2017-11-09 07:30:00,1510212600,2017-11-09 09:50:00,1510221000
6729,CAN,PVG,DL,2017-11-09 07:30:00,1510212600,2017-11-09 09:50:00,1510221000
9312,CAN,PVG,FM,2017-11-09 12:50:00,1510231800,2017-11-09 15:10:00,1510240200
6730,CAN,PVG,DL,2017-11-09 12:50:00,1510231800,2017-11-09 15:10:00,1510240200
9312,CAN,PVG,MU,2017-11-09 12:50:00,1510231800,2017-11-09 15:10:00,1510240200
1866,CAN,PVG,CA,2017-11-09 20:50:00,1510260600,2017-11-09 23:15:00,1510269300
7131,CAN,PVG,HU,2017-11-09 12:55:00,1510232100,2017-11-09 15:10:00,1510240200
379,CAN,PVG,CZ,2017-11-10 14:00:00,1510322400,2017-11-10 16:20:00,1510330800
